Gene stable ID,Human gene name,Gene name,Human gene stable ID
ENSMUSG00000091585,PRAMEF19,,ENSG00000204480
ENSMUSG00000091585,PRAMEF15,,ENSG00000204501
ENSMUSG00000091585,PRAMEF17,,ENSG00000204479
ENSMUSG00000091585,PRAMEF33,,ENSG00000237700
ENSMUSG00000091585,PRAMEF18,,ENSG00000279804
ENSMUSG00000091585,PRAMEF1,,ENSG00000116721
ENSMUSG00000091585,PRAMEF8,,ENSG00000182330
ENSMUSG00000091585,PRAMEF2,,ENSG00000120952
ENSMUSG00000091585,PRAMEF20,,ENSG00000204478
ENSMUSG00000091585,PRAMEF13,,ENSG00000279169
ENSMUSG00000095763,PRAMEF25,,ENSG00000229571
ENSMUSG00000095763,PRAMEF4,,ENSG00000243073
ENSMUSG00000095763,PRAMEF6,,ENSG00000232423
ENSMUSG00000095763,PRAMEF12,,ENSG00000116726
ENSMUSG00000095763,PRAMEF26,,ENSG00000280267
ENSMUSG00000095763,PRAMEF5,,ENSG00000270601
ENSMUSG00000095763,PRAMEF27,,ENSG00000274764
ENSMUSG00000095763,PRAMEF11,,ENSG00000239810
ENSMUSG00000095763,PRAMEF10,,ENSG00000187545
ENSMUSG00000095763,PRAMEF7,,ENSG00000204510
ENSMUSG00000095763,PRAMEF14,,ENSG00000204481
ENSMUSG00000095763,PRAMEF9,,ENSG00000204505
ENSMUSG00000095763,PRAMEF19,,ENSG00000204480
ENSMUSG00000095763,PRAMEF15,,ENSG00000204501
ENSMUSG00000095763,PRAMEF17,,ENSG00000204479
ENSMUSG00000095763,PRAMEF33,,ENSG00000237700
ENSMUSG00000095763,PRAMEF18,,ENSG00000279804
ENSMUSG00000095763,PRAMEF1,,ENSG00000116721
ENSMUSG00000095763,PRAMEF8,,ENSG00000182330
ENSMUSG00000095763,PRAMEF2,,ENSG00000120952
ENSMUSG00000095763,PRAMEF20,,ENSG00000204478
ENSMUSG00000095763,PRAMEF13,,ENSG00000279169
ENSMUSG00000095523,PRAMEF25,,ENSG00000229571
ENSMUSG00000095523,PRAMEF4,,ENSG00000243073
ENSMUSG00000095523,PRAMEF6,,ENSG00000232423
ENSMUSG00000095523,PRAMEF12,,ENSG00000116726
ENSMUSG00000095523,PRAMEF26,,ENSG00000280267
ENSMUSG00000095523,PRAMEF5,,ENSG00000270601
ENSMUSG00000095523,PRAMEF27,,ENSG00000274764
ENSMUSG00000095523,PRAMEF11,,ENSG00000239810
ENSMUSG00000095523,PRAMEF10,,ENSG00000187545
ENSMUSG00000095523,PRAMEF7,,ENSG00000204510
ENSMUSG00000095523,PRAMEF14,,ENSG00000204481
ENSMUSG00000095523,PRAMEF9,,ENSG00000204505
ENSMUSG00000095523,PRAMEF19,,ENSG00000204480
ENSMUSG00000095523,PRAMEF15,,ENSG00000204501
ENSMUSG00000095523,PRAMEF17,,ENSG00000204479
ENSMUSG00000095523,PRAMEF33,,ENSG00000237700
ENSMUSG00000095523,PRAMEF18,,ENSG00000279804
ENSMUSG00000095523,PRAMEF1,,ENSG00000116721
ENSMUSG00000095523,PRAMEF8,,ENSG00000182330
ENSMUSG00000095523,PRAMEF2,,ENSG00000120952
ENSMUSG00000095523,PRAMEF20,,ENSG00000204478
ENSMUSG00000095523,PRAMEF13,,ENSG00000279169
ENSMUSG00000095475,PRAMEF25,,ENSG00000229571
ENSMUSG00000095475,PRAMEF4,,ENSG00000243073
ENSMUSG00000095475,PRAMEF6,,ENSG00000232423
ENSMUSG00000095475,PRAMEF12,,ENSG00000116726
ENSMUSG00000095475,PRAMEF26,,ENSG00000280267
ENSMUSG00000095475,PRAMEF5,,ENSG00000270601
ENSMUSG00000095475,PRAMEF27,,ENSG00000274764
ENSMUSG00000095475,PRAMEF11,,ENSG00000239810
ENSMUSG00000095475,PRAMEF10,,ENSG00000187545
ENSMUSG00000095475,PRAMEF7,,ENSG00000204510
ENSMUSG00000095475,PRAMEF14,,ENSG00000204481
ENSMUSG00000095475,PRAMEF9,,ENSG00000204505
ENSMUSG00000095475,PRAMEF19,,ENSG00000204480
ENSMUSG00000095475,PRAMEF15,,ENSG00000204501
ENSMUSG00000095475,PRAMEF17,,ENSG00000204479
ENSMUSG00000095475,PRAMEF33,,ENSG00000237700
ENSMUSG00000095475,PRAMEF18,,ENSG00000279804
ENSMUSG00000095475,PRAMEF1,,ENSG00000116721
ENSMUSG00000095475,PRAMEF8,,ENSG00000182330
ENSMUSG00000095475,PRAMEF2,,ENSG00000120952
ENSMUSG00000095475,PRAMEF20,,ENSG00000204478
ENSMUSG00000095475,PRAMEF13,,ENSG00000279169
ENSMUSG00000094855,PRAMEF25,,ENSG00000229571
ENSMUSG00000094855,PRAMEF4,,ENSG00000243073
ENSMUSG00000094855,PRAMEF6,,ENSG00000232423
ENSMUSG00000094855,PRAMEF12,,ENSG00000116726
ENSMUSG00000094855,PRAMEF26,,ENSG00000280267
ENSMUSG00000094855,PRAMEF5,,ENSG00000270601
ENSMUSG00000094855,PRAMEF27,,ENSG00000274764
ENSMUSG00000094855,PRAMEF11,,ENSG00000239810
ENSMUSG00000094855,PRAMEF10,,ENSG00000187545
ENSMUSG00000094855,PRAMEF7,,ENSG00000204510
ENSMUSG00000094855,PRAMEF14,,ENSG00000204481
ENSMUSG00000094855,PRAMEF9,,ENSG00000204505
ENSMUSG00000094855,PRAMEF19,,ENSG00000204480
ENSMUSG00000094855,PRAMEF15,,ENSG00000204501
ENSMUSG00000094855,PRAMEF17,,ENSG00000204479
ENSMUSG00000094855,PRAMEF33,,ENSG00000237700
ENSMUSG00000094855,PRAMEF18,,ENSG00000279804
ENSMUSG00000094855,PRAMEF1,,ENSG00000116721
ENSMUSG00000094855,PRAMEF8,,ENSG00000182330
ENSMUSG00000094855,PRAMEF2,,ENSG00000120952
ENSMUSG00000094855,PRAMEF20,,ENSG00000204478
ENSMUSG00000094855,PRAMEF13,,ENSG00000279169
ENSMUSG00000094722,PRAMEF25,,ENSG00000229571
ENSMUSG00000094722,PRAMEF4,,ENSG00000243073
ENSMUSG00000094722,PRAMEF6,,ENSG00000232423
ENSMUSG00000094722,PRAMEF12,,ENSG00000116726
ENSMUSG00000094722,PRAMEF26,,ENSG00000280267
ENSMUSG00000094722,PRAMEF5,,ENSG00000270601
ENSMUSG00000094722,PRAMEF27,,ENSG00000274764
ENSMUSG00000094722,PRAMEF11,,ENSG00000239810
ENSMUSG00000094722,PRAMEF10,,ENSG00000187545
ENSMUSG00000094722,PRAMEF7,,ENSG00000204510
ENSMUSG00000094722,PRAMEF14,,ENSG00000204481
ENSMUSG00000094722,PRAMEF9,,ENSG00000204505
ENSMUSG00000094722,PRAMEF19,,ENSG00000204480
ENSMUSG00000094722,PRAMEF15,,ENSG00000204501
ENSMUSG00000094722,PRAMEF17,,ENSG00000204479
ENSMUSG00000094722,PRAMEF33,,ENSG00000237700
ENSMUSG00000094722,PRAMEF18,,ENSG00000279804
ENSMUSG00000094722,PRAMEF1,,ENSG00000116721
ENSMUSG00000094722,PRAMEF8,,ENSG00000182330
ENSMUSG00000094722,PRAMEF2,,ENSG00000120952
ENSMUSG00000094722,PRAMEF20,,ENSG00000204478
ENSMUSG00000094722,PRAMEF13,,ENSG00000279169
ENSMUSG00000095728,PRAMEF25,,ENSG00000229571
ENSMUSG00000095728,PRAMEF4,,ENSG00000243073
ENSMUSG00000095728,PRAMEF6,,ENSG00000232423
ENSMUSG00000095728,PRAMEF12,,ENSG00000116726
ENSMUSG00000095728,PRAMEF26,,ENSG00000280267
ENSMUSG00000095728,PRAMEF5,,ENSG00000270601
ENSMUSG00000095728,PRAMEF27,,ENSG00000274764
ENSMUSG00000095728,PRAMEF11,,ENSG00000239810
ENSMUSG00000095728,PRAMEF10,,ENSG00000187545
ENSMUSG00000095728,PRAMEF7,,ENSG00000204510
ENSMUSG00000095728,PRAMEF14,,ENSG00000204481
ENSMUSG00000095728,PRAMEF9,,ENSG00000204505
ENSMUSG00000095728,PRAMEF19,,ENSG00000204480
ENSMUSG00000095728,PRAMEF15,,ENSG00000204501
ENSMUSG00000095728,PRAMEF17,,ENSG00000204479
ENSMUSG00000095728,PRAMEF33,,ENSG00000237700
ENSMUSG00000095728,PRAMEF18,,ENSG00000279804
ENSMUSG00000095728,PRAMEF1,,ENSG00000116721
ENSMUSG00000095728,PRAMEF8,,ENSG00000182330
ENSMUSG00000095728,PRAMEF2,,ENSG00000120952
ENSMUSG00000095728,PRAMEF20,,ENSG00000204478
ENSMUSG00000095728,PRAMEF13,,ENSG00000279169
ENSMUSG00000095076,PRAMEF25,,ENSG00000229571
ENSMUSG00000095076,PRAMEF4,,ENSG00000243073
ENSMUSG00000095076,PRAMEF6,,ENSG00000232423
ENSMUSG00000095076,PRAMEF12,,ENSG00000116726
ENSMUSG00000095076,PRAMEF26,,ENSG00000280267
ENSMUSG00000095076,PRAMEF5,,ENSG00000270601
ENSMUSG00000095076,PRAMEF27,,ENSG00000274764
ENSMUSG00000095076,PRAMEF11,,ENSG00000239810
ENSMUSG00000095076,PRAMEF10,,ENSG00000187545
ENSMUSG00000095076,PRAMEF7,,ENSG00000204510
ENSMUSG00000095076,PRAMEF14,,ENSG00000204481
ENSMUSG00000095076,PRAMEF9,,ENSG00000204505
ENSMUSG00000095076,PRAMEF19,,ENSG00000204480
ENSMUSG00000095076,PRAMEF15,,ENSG00000204501
ENSMUSG00000095076,PRAMEF17,,ENSG00000204479
ENSMUSG00000095076,PRAMEF33,,ENSG00000237700
ENSMUSG00000095076,PRAMEF18,,ENSG00000279804
ENSMUSG00000095076,PRAMEF1,,ENSG00000116721
ENSMUSG00000095076,PRAMEF8,,ENSG00000182330
ENSMUSG00000095076,PRAMEF2,,ENSG00000120952
ENSMUSG00000095076,PRAMEF20,,ENSG00000204478
ENSMUSG00000095076,PRAMEF13,,ENSG00000279169
ENSMUSG00000079800,,,
ENSMUSG00000095092,SP110,,ENSG00000135899
ENSMUSG00000079192,,,
ENSMUSG00000079794,,,
ENSMUSG00000094799,SP110,,ENSG00000135899
ENSMUSG00002074899,,,
ENSMUSG00000096776,,Vmn1r186,
ENSMUSG00000096244,,,
ENSMUSG00000100384,,Gm28489,
ENSMUSG00000100216,,Gm21867,
ENSMUSG00000099641,,Gm29448,
ENSMUSG00000100271,,Gm21127,
ENSMUSG00000095634,SPIN2A,Gm20816,ENSG00000147059
ENSMUSG00000095634,SPIN2B,Gm20816,ENSG00000186787
ENSMUSG00000101393,,Gm29447,
ENSMUSG00000100885,,Gm29446,
ENSMUSG00000101120,,Gm29452,
ENSMUSG00000101216,,Gm29451,
ENSMUSG00000100032,SYCP3,Gm20817,ENSG00000139351
ENSMUSG00000101080,,Gm28633,
ENSMUSG00000094444,,Gm21562,
ENSMUSG00000100308,,Gm29410,
ENSMUSG00000101423,,Gm28298,
ENSMUSG00000095626,,Gm21572,
ENSMUSG00000101761,,Gm28297,
ENSMUSG00000099493,,Gm21753,
ENSMUSG00000096777,,Gm21723,
ENSMUSG00000102119,,Gm28462,
ENSMUSG00000101147,,Gm20818,
ENSMUSG00000100739,,Gm28296,
ENSMUSG00000095345,,Gm21821,
ENSMUSG00000100709,,Gm28295,
ENSMUSG00000095968,,Gm21842,
ENSMUSG00000101779,,Gm28170,
ENSMUSG00000094529,,Gm21744,
ENSMUSG00000101745,,Gm28764,
ENSMUSG00000101254,,Gm20932,
ENSMUSG00000100957,,Gm28762,
ENSMUSG00000100976,,Gm29134,
ENSMUSG00000099756,,Gm28763,
ENSMUSG00000100489,,Gm28303,
ENSMUSG00000101239,,Gm28304,
ENSMUSG00000100971,,Gm28824,
ENSMUSG00000099555,,Gm28081,
ENSMUSG00000101369,,Gm28080,
ENSMUSG00000101096,,Gm21524,
ENSMUSG00000095263,SYCP3,Gm21094,ENSG00000139351
ENSMUSG00000096272,,Gm21588,
ENSMUSG00000099426,,Gm28761,
ENSMUSG00000096711,,Gm21599,
ENSMUSG00000101728,,Gm28765,
ENSMUSG00000100509,,Gm21810,
ENSMUSG00000095553,,Gm21916,
ENSMUSG00000099550,SPIN2A,Gm28079,ENSG00000147059
ENSMUSG00000099550,SPIN2B,Gm28079,ENSG00000186787
ENSMUSG00000102065,,Gm28302,
ENSMUSG00000101099,,Gm29191,
ENSMUSG00000095049,,Gm21756,
ENSMUSG00000101601,,Gm28210,
ENSMUSG00000101516,,Gm29074,
ENSMUSG00000101359,,Gm28211,
ENSMUSG00000100790,,Gm28518,
ENSMUSG00000101302,,Gm28519,
ENSMUSG00000102125,,Gm28520,
ENSMUSG00000094064,,Gm21626,
ENSMUSG00000101421,,Gm28433,
ENSMUSG00000099461,,Gm28521,
ENSMUSG00000101706,,Gm28431,
ENSMUSG00000096532,,Gm21633,
ENSMUSG00000101627,,Gm28432,
ENSMUSG00000101852,,Gm20886,
ENSMUSG00000101681,,Gm28522,
ENSMUSG00000099438,,Gm21808,
ENSMUSG00000101870,,Gm21745,
ENSMUSG00000101472,,Gm28517,
ENSMUSG00000101407,,Gm29532,
ENSMUSG00000099500,,Gm29531,
ENSMUSG00000100097,,Gm28464,
ENSMUSG00000099806,,Gm28841,
ENSMUSG00000101474,,Gm29656,
ENSMUSG00000099704,,Gm28842,
ENSMUSG00000101383,,Gm28843,
ENSMUSG00000099737,,Gm29655,
ENSMUSG00000099914,,Gm28837,
ENSMUSG00000101417,,Gm21647,
ENSMUSG00000101654,,Gm29653,
ENSMUSG00000099369,,Gm28838,
ENSMUSG00000101808,,Gm29654,
ENSMUSG00000101893,,Gm28839,
ENSMUSG00000099910,,Gm29651,
ENSMUSG00000100442,,Gm20866,
ENSMUSG00000101518,,Gm20868,
ENSMUSG00000099818,,Gm29652,
ENSMUSG00000100500,,Gm29080,
ENSMUSG00000100677,,Gm21184,
ENSMUSG00000100171,,Gm21201,
ENSMUSG00000101374,,Gm28844,
ENSMUSG00000101255,,Gm21841,
ENSMUSG00000099463,,Gm29081,
ENSMUSG00000100745,,Gm29077,
ENSMUSG00000101341,,Gm29076,
ENSMUSG00000100193,,Gm29079,
ENSMUSG00000099651,,Gm29078,
ENSMUSG00000101787,,Gm20853,
ENSMUSG00000101043,,Gm29075,
ENSMUSG00000100535,SYCP3,Gm20870,ENSG00000139351
ENSMUSG00000099390,,Gm29225,
ENSMUSG00000099738,,Gm28483,
ENSMUSG00000100422,,Gm29226,
ENSMUSG00000101988,,Gm28484,
ENSMUSG00000100385,,Gm29227,
ENSMUSG00000101336,,Gm28480,
ENSMUSG00000101593,,Gm20842,
ENSMUSG00000099733,,Gm21880,
ENSMUSG00000101626,,Gm29386,
ENSMUSG00000101091,,Gm29384,
ENSMUSG00000100229,,Gm21896,
ENSMUSG00000101691,,Gm29280,
ENSMUSG00000100540,,Gm20799,
ENSMUSG00000100244,,Gm29279,
ENSMUSG00000100694,,Gm29182,
ENSMUSG00000099799,,Gm28260,
ENSMUSG00000099999,,Gm21795,
ENSMUSG00000101844,,Gm20844,
ENSMUSG00000101806,,Gm28261,
ENSMUSG00000101632,,Gm28264,
ENSMUSG00000099525,,Gm21872,
ENSMUSG00000100749,,Gm20798,
ENSMUSG00000099963,,Gm28463,
ENSMUSG00000101857,,Gm21757,
ENSMUSG00000101836,,Gm28968,
ENSMUSG00000102008,,Gm28495,
ENSMUSG00000100869,,Gm20846,
ENSMUSG00000101277,,Gm20847,
ENSMUSG00000099371,,Gm20848,
ENSMUSG00000100359,,Gm21766,
ENSMUSG00000099495,,Gm20800,
ENSMUSG00000101747,,Gm21683,
ENSMUSG00000100263,,Gm28468,
ENSMUSG00000101575,,Gm20898,
ENSMUSG00000101715,,Gm21855,
ENSMUSG00000100785,,Gm29333,
ENSMUSG00000101425,,Gm29255,
ENSMUSG00000100698,,Gm20902,
ENSMUSG00000099822,,Gm28332,
ENSMUSG00000099547,,Gm28678,
ENSMUSG00000101781,,Gm28333,
ENSMUSG00000101271,,Gm28334,
ENSMUSG00000099504,,Gm28335,
ENSMUSG00000099782,SYCP3,Gm20903,ENSG00000139351
ENSMUSG00000101377,,Gm28336,
ENSMUSG00000101038,,Gm28272,
ENSMUSG00000101709,,Gm28337,
ENSMUSG00000100604,,Gm29256,
ENSMUSG00000099554,,Gm28259,
ENSMUSG00000099814,,Gm28338,
ENSMUSG00000101757,,Gm28273,
ENSMUSG00000100179,,Gm21715,
ENSMUSG00000101815,,Gm29028,
ENSMUSG00000101538,,Gm29029,
ENSMUSG00000100251,,Gm29615,
ENSMUSG00000100983,,Gm29030,
ENSMUSG00000101774,,Gm29616,
ENSMUSG00000101820,,Gm29023,
ENSMUSG00000100283,,Gm29024,
ENSMUSG00000099883,,Gm21784,
ENSMUSG00000099832,,Gm29025,
ENSMUSG00000100363,,Gm20805,
ENSMUSG00000101246,,Gm29026,
ENSMUSG00000100276,,Gm29618,
ENSMUSG00000101382,,Gm28213,
ENSMUSG00000101318,,Gm29109,
ENSMUSG00000099967,,Gm28212,
ENSMUSG00000100805,,Gm29108,
ENSMUSG00000101161,,Gm21799,
ENSMUSG00000100705,,Gm28227,
ENSMUSG00000099661,,Gm28781,
ENSMUSG00000101157,SYCP3,Gm20905,ENSG00000139351
ENSMUSG00000099712,,Gm29411,
ENSMUSG00000094507,,Gm21913,
ENSMUSG00000100115,,Gm28174,
ENSMUSG00000099586,,Gm28222,
ENSMUSG00002075716,,Gm54339,
ENSMUSG00000100066,,Gm21835,
ENSMUSG00000101881,,Gm21076,
ENSMUSG00000101879,,Gm28820,
ENSMUSG00000101218,,Gm29416,
ENSMUSG00000099412,,Gm28223,
ENSMUSG00002075673,,Gm54340,
ENSMUSG00000101831,,Gm29412,
ENSMUSG00000101128,,Gm21869,
ENSMUSG00000101788,,Gm20813,
ENSMUSG00000100428,,Gm29413,
ENSMUSG00000102087,,Gm28790,
ENSMUSG00000099601,,Gm29671,
ENSMUSG00000101704,,Gm21878,
ENSMUSG00000101428,,Gm29272,
ENSMUSG00000101349,,Gm28162,
ENSMUSG00000100140,,Gm28789,
ENSMUSG00000101710,,Gm20922,
ENSMUSG00000094575,SPIN2A,Gm20738,ENSG00000147059
ENSMUSG00000094575,SPIN2B,Gm20738,ENSG00000186787
ENSMUSG00000101146,SYCP3,Gm20814,ENSG00000139351
ENSMUSG00000099499,,Gm28787,
ENSMUSG00000101213,,Gm28788,
ENSMUSG00000100952,,Gm28545,
ENSMUSG00000099730,,Gm28547,
ENSMUSG00000099896,,Gm29278,
ENSMUSG00000101873,,Gm28546,
ENSMUSG00000101980,,Gm21922,
ENSMUSG00000100203,,Gm21924,
ENSMUSG00000100669,,Gm21111,
ENSMUSG00000099460,,Gm21735,
ENSMUSG00000100260,,Gm28608,
ENSMUSG00000100675,,Gm28607,
ENSMUSG00000099807,,Gm28771,
ENSMUSG00000101435,,Gm28772,
ENSMUSG00000100544,,Gm28606,
ENSMUSG00000100883,,Gm28773,
ENSMUSG00000100902,SYCP3,Gm20850,ENSG00000139351
ENSMUSG00000100892,SYCP3,Gm20897,ENSG00000139351
ENSMUSG00000100673,,Gm29574,
ENSMUSG00000101050,,Gm28774,
ENSMUSG00000102025,,Gm29575,
ENSMUSG00000099793,,Gm28775,
ENSMUSG00000099944,,Gm21875,
ENSMUSG00000100226,,Gm20904,
ENSMUSG00000100699,,Gm21765,
ENSMUSG00000096438,,Gapdh-ps15,
ENSMUSG00000101957,,Gm29576,
ENSMUSG00000101071,,Gm29577,
ENSMUSG00000099351,,Gm28776,
ENSMUSG00000099489,,Gm21787,
ENSMUSG00000099425,,Gm29573,
ENSMUSG00000100845,,Gm28770,
ENSMUSG00000101020,,Gm28377,
ENSMUSG00000096275,,Gm20901,
ENSMUSG00000094404,,Gm21776,
ENSMUSG00000101408,,Gm21155,
ENSMUSG00000101771,,Gm28176,
ENSMUSG00000100719,,Gm28786,
ENSMUSG00000100643,,Gm21163,
ENSMUSG00000101898,,Gm28122,
ENSMUSG00000101740,,Gm29360,
ENSMUSG00000100050,,Gm28121,
ENSMUSG00000101292,,Gm29496,
ENSMUSG00000100588,,Gm29497,
ENSMUSG00000102050,,Gm29499,
ENSMUSG00000101238,,Gm28123,
ENSMUSG00000100406,,Gm28120,
ENSMUSG00000099526,,Gm29313,
ENSMUSG00000101040,,Gm29498,
ENSMUSG00000100560,,Gm21180,
ENSMUSG00000101272,,Gm36782,
ENSMUSG00000101478,,Gm20859,
ENSMUSG00000101633,,Gm29839,
ENSMUSG00000101283,,Gm29314,
ENSMUSG00000101727,,Gm29495,
ENSMUSG00000100907,,Gm29310,
ENSMUSG00000101124,,Gm28371,
ENSMUSG00000101960,,Gm29311,
ENSMUSG00000099723,,Gm28595,
ENSMUSG00000095179,,Gm21638,
ENSMUSG00000104381,,Gm37032,
ENSMUSG00000101917,,Gm29312,
ENSMUSG00000101205,,Gm29308,
ENSMUSG00000100526,,Gm29309,
ENSMUSG00000101785,,Gm28702,
ENSMUSG00000100149,,Gm28701,
ENSMUSG00000101602,,Gm28700,
ENSMUSG00000099953,,Gm28699,
ENSMUSG00000100043,,Gm29433,
ENSMUSG00000102032,,Gm28705,
ENSMUSG00000099786,,Gm29215,
ENSMUSG00000100823,,Gm28704,
ENSMUSG00000094354,,Gm21882,
ENSMUSG00000095725,,Gm21801,
ENSMUSG00000099416,,Gm28540,
ENSMUSG00000100900,,Gm28850,
ENSMUSG00000095433,,Gm21914,
ENSMUSG00000100508,,Gm28617,
ENSMUSG00000100771,,Gm28618,
ENSMUSG00000101090,,Gm28619,
ENSMUSG00000099606,,Gm28537,
ENSMUSG00000100063,,Gm28538,
ENSMUSG00000100644,,Gm20793,
ENSMUSG00002075449,,Gm54341,
ENSMUSG00002074974,,Gm54342,
ENSMUSG00000100722,,Gm29569,
ENSMUSG00000096898,SPIN2A,Gm20867,ENSG00000147059
ENSMUSG00000096898,SPIN2B,Gm20867,ENSG00000186787
ENSMUSG00000099379,,Gm28993,
ENSMUSG00000101017,,Gm21658,
ENSMUSG00000100070,,Gm28994,
ENSMUSG00000100366,,Gm29568,
ENSMUSG00000096885,,Gm21797,
ENSMUSG00000100888,,Gm29567,
ENSMUSG00000100433,,Gm21198,
ENSMUSG00000102111,,Gm29566,
ENSMUSG00000101060,,Gm29565,
ENSMUSG00000099497,,Gm29147,
ENSMUSG00000099479,,Gm29146,
ENSMUSG00000101115,,Gm28664,
ENSMUSG00000100849,,Gm28663,
ENSMUSG00000095452,SPIN2A,Gm20795,ENSG00000147059
ENSMUSG00000095452,SPIN2B,Gm20795,ENSG00000186787
ENSMUSG00000101194,,Gm29149,
ENSMUSG00000100797,,Gm28596,
ENSMUSG00000099742,,Gm29148,
ENSMUSG00000099645,,Gm20832,
ENSMUSG00000100999,,Gm29145,
ENSMUSG00000101562,,Gm29144,
ENSMUSG00000100091,,Gm28597,
ENSMUSG00000101321,,Gm28817,
ENSMUSG00000100649,,Gm28428,
ENSMUSG00000100328,,Gm28816,
ENSMUSG00000100196,,Gm20827,
ENSMUSG00000101098,,Gm20808,
ENSMUSG00000099628,,Gm28427,
ENSMUSG00000096120,,Gm21800,
ENSMUSG00000094739,SPIN2A,Gm20806,ENSG00000147059
ENSMUSG00000094739,SPIN2B,Gm20806,ENSG00000186787
ENSMUSG00000099897,,Gm28426,
ENSMUSG00000102071,,Gm28815,
ENSMUSG00000100741,,Gm28814,
ENSMUSG00000099785,,Gm28425,
ENSMUSG00000094071,,Gm21729,
ENSMUSG00000101804,,Gm28813,
ENSMUSG00000101536,,Gm28834,
ENSMUSG00000099652,,Gm28833,
ENSMUSG00000100737,,Gm21774,
ENSMUSG00000099780,,Gm29537,
ENSMUSG00000099849,,Gm29274,
ENSMUSG00000100822,,Gm29275,
ENSMUSG00000101471,SYCP3,Gm29276,ENSG00000139351
ENSMUSG00000101455,,Gm21805,
ENSMUSG00000099700,,Gm29645,
ENSMUSG00000101811,,Gm28312,
ENSMUSG00000099833,,Gm29165,
ENSMUSG00000101259,,Gm21242,
ENSMUSG00000101247,,Gm29042,
ENSMUSG00000100610,,Gm29031,
ENSMUSG00000099408,,Gm28311,
ENSMUSG00000101197,,Gm29032,
ENSMUSG00000101207,,Gm28310,
ENSMUSG00000102016,,Gm29606,
ENSMUSG00000099542,,Gm28504,
ENSMUSG00000101340,,Gm29607,
ENSMUSG00000100107,,Gm28567,
ENSMUSG00000099972,,Gm21248,
ENSMUSG00000100051,,Gm28568,
ENSMUSG00000101733,,Gm29189,
ENSMUSG00000099977,,Gm29286,
ENSMUSG00000099415,,Gm29285,
ENSMUSG00000100953,,Gm28280,
ENSMUSG00000096332,,Gm21241,
ENSMUSG00000099734,,Gm28159,
ENSMUSG00000100693,,Gm28278,
ENSMUSG00000100723,,Gm28160,
ENSMUSG00000101981,,Gm28157,
ENSMUSG00000100148,,Gm28158,
ENSMUSG00000100756,,Gm21257,
ENSMUSG00000099805,,Gm28161,
ENSMUSG00000101070,,Gm28695,
ENSMUSG00000100286,,Gm28696,
ENSMUSG00000101833,,Gm20791,
ENSMUSG00000102081,,Gm28886,
ENSMUSG00000101688,,Gm20841,
ENSMUSG00000099679,,Gm28899,
ENSMUSG00000102031,,Gm29426,
ENSMUSG00000100408,,Gm28885,
ENSMUSG00000100991,,Gm21856,
ENSMUSG00000102116,,Gm28887,
ENSMUSG00000101637,,Gm28896,
ENSMUSG00000101649,,Gm29444,
ENSMUSG00000100245,,Gm21282,
ENSMUSG00000095353,,Gm21783,
ENSMUSG00000100469,,Gm28895,
ENSMUSG00000101802,,Gm29445,
ENSMUSG00000100821,,Gm28894,
ENSMUSG00000101058,,Gm21829,
ENSMUSG00000099790,,Gm28457,
ENSMUSG00000100187,,Gm29324,
ENSMUSG00000101594,,Gm21779,
ENSMUSG00000101962,,Gm28741,
ENSMUSG00000100978,,Gm20912,
ENSMUSG00000100519,,Gm20801,
ENSMUSG00000100598,,Gm28742,
ENSMUSG00000100011,,Gm28458,
ENSMUSG00000100591,,Gm21919,
ENSMUSG00000100879,,Gm28743,
ENSMUSG00000100974,,Gm28459,
ENSMUSG00000101675,,Gm28461,
ENSMUSG00000099480,,Gm28124,
ENSMUSG00000101914,,Gm21790,
ENSMUSG00000099834,,Gm21728,
ENSMUSG00000100499,,Gm28460,
ENSMUSG00000100298,,Gm28126,
ENSMUSG00000100256,,Gm28851,
ENSMUSG00000101201,,Gm28125,
ENSMUSG00000101003,,Gm28456,
ENSMUSG00000100438,,Gm21825,
ENSMUSG00000100640,,Gm29073,
ENSMUSG00000100628,,Gm29648,
ENSMUSG00000100989,,Gm29647,
ENSMUSG00000100268,,Gm29468,
ENSMUSG00000100003,,Gm29646,
ENSMUSG00000101343,,Gm29469,
ENSMUSG00000101907,,Gm29472,
ENSMUSG00000099462,,Gm28549,
ENSMUSG00000100035,,Gm29473,
ENSMUSG00000101434,,Gm29211,
ENSMUSG00000101072,,Gm29470,
ENSMUSG00000100061,,Gm29212,
ENSMUSG00000100994,,Gm21333,
ENSMUSG00000100611,,Gm21247,
ENSMUSG00000100861,,Gm29382,
ENSMUSG00000100317,,Gm28224,
ENSMUSG00000101138,,Gm29210,
ENSMUSG00000101329,,Gm28226,
ENSMUSG00000100871,,Gm29213,
ENSMUSG00000100532,,Gm28225,
ENSMUSG00000100716,,Gm28550,
ENSMUSG00000099374,,Gm21344,
ENSMUSG00000100325,,Gm28604,
ENSMUSG00000100882,,Gm20849,
ENSMUSG00000100048,,Gm28603,
ENSMUSG00000101772,,Gm28829,
ENSMUSG00000099667,,Gm21901,
ENSMUSG00000099789,,Gm28565,
ENSMUSG00000099593,,Gm28566,
ENSMUSG00000101109,,Gm28697,
ENSMUSG00000101582,,Gm28828,
ENSMUSG00000101541,,Gm28554,
ENSMUSG00000101273,,Gm28831,
ENSMUSG00000101508,,Gm28832,
ENSMUSG00000100339,,Gm21864,
ENSMUSG00000099546,,Gm21802,
