"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y"
"F2S4_160623_044_H01","F2S4",1779269,10127,539548070,"Cells","Mus musculus",252598,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/23/2016","F2S4_160623_044","RFP-positive","A8S4_160705_02","L8S4_160712_02_H05",410,"LS-15366_S40_E1-50","LS-15366","R8S4-160722",2444175,86.9060888683932,9.21065528007033,3.88325585153643,0.080763448,0.00147289,85.15642292,0.002384854,0.004652695,96.12867327,0.360899597,11075,10259,173.06,173.06,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.5091,0.906616334,"Core","F2S4_160623_044_H01","L5 IT",1,"F2S4_160623_044_H01",1758.39796260311,5561.90389315905
"F2S4_160329_029_F01","F2S4",1382905,9663,521590311,"Cells","Mus musculus",237300,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/29/2016","F2S4_160329_029","RFP-positive","A8S4_160412_03","L8S4_160421_02_F08",421,"LS-15070_S62_E1-50","LS-15070","R8S4-160513",1985382,81.841963423,13.7407707962413,4.41726578075872,0.137454656,0.000604418,87.27861943,0.002246923,0.006838482,96.38613627,0.350108316,10705,9888,322.36,322.36,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1169,0.882149755,"Core","F2S4_160329_029_F01","L6 IT",1,"F2S4_160329_029_F01",3233.5886867381,3740.54275999872
"F2S4_160422_014_E01","F2S4",1721367,9678,522737005,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_014","RFP-positive","A8S4_160429_02","L8S4_160506_02_E11",397,"LS-15086_S85_E1-50","LS-15086","R8S4-160524",2331122,87.7911321169936,8.33961039483713,3.86925748816926,0.142334893,0.000471876,85.65351792,0.002053947,0.004191973,96.23129978,0.365185252,10736,9844,311.01,311.01,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.867618445,"Core","F2S4_160422_014_E01","L6 IT",1,"F2S4_160422_014_E01",3142.55757523559,3757.44344631881
"F2S4_160428_024_H01","F2S4",2061917,10633,522739813,"Cells","Mus musculus",242308,"M",55,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/28/2016","F2S4_160428_024","RFP-positive","A8S4_160502_02","L8S4_160510_02_H11",413,"LS-15090_S88_E1-50","LS-15090","R8S4-160524",2790381,87.8479795550132,8.56567629625585,3.58634414873097,0.153993308,0.000215024,85.42392598,0.001991843,0.002783849,94.82153154,0.345329032,11583,10732,343.32,343.32,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1169,0.898358483,"Core","F2S4_160428_024_H01","L6 IT",1,"F2S4_160428_024_H01",3217.72523492005,3788.57071958252
"F2S4_160516_039_B01","F2S4",1924514,9659,535957957,"Cells","Mus musculus",245824,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/16/2016","F2S4_160516_039","RFP-positive","A8S4_160620_04","L8S4_160701_01_B08",442,"LS-15353_S58_E1-50","LS-15353","R8S4-160712",2756500,83.0281787641616,13.17967025172,3.79215098411833,0.094975512,7.26e-05,86.14507528,0.002367495,0.004950481,96.41523671,0.354559524,10775,9839,362.78,362.78,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.877967234,"Core","F2S4_160516_039_B01","L6 IT",1,"F2S4_160516_039_B01",3157.75058114212,3720.34895726028
"F2S4_160706_005_H01","F2S4",1263288,9252,539380516,"Cells","Mus musculus",254570,"F",59,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/6/2016","F2S4_160706_005","RFP-positive","A8S4_160713_01","L8S4_160719_02_H05",403,"LS-15374_S40_E1-50","LS-15374","R8S4-160729",1830843,81.6903681389471,14.3959418254031,3.91369003564972,0.115902893,0,86.64473142,0.002816189,0.003646408,96.73401815,0.353742312,10280,9442,229.4,229.4,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.882345536,"Core","F2S4_160706_005_H01","L6 IT",1,"F2S4_160706_005_H01",3179.87168135035,3775.4868705254
"F2S4_160701_045_F01","F2S4",1316488,9575,541796891,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_045","RFP-positive","A8S4_160718_03","L8S4_160726_03_F01",449,"LS-15384_S06_E2-50","LS-15384","R8S4-160805",2008170,78.5044167012081,17.0634638957522,4.43211940303972,0.022757038,0.000348576,20.34504051,0.000579632,0.001853429,23.45219777,0.368785089,9482,8702,102.69,102.69,"Glutamatergic","L2/3 IT","L2/3 IT VISp Agmat",0.1156,0.866828335,"Core","F2S4_160701_045_F01","L2/3 IT",1,"F2S4_160701_045_F01",1987.20585998655,3206.95870373802
"F2S4_161010_005_F01","F2S4",1767784,9809,558026422,"Cells","Mus musculus",274152,"M",58,"Normal","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Sst-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/10/2016","F2S4_161010_005","RFP-positive","A8S4_161012_03","L8S4_161018_02_F11",368,"LS-15576_S86_E1-50","LS-15576","R8S4-161027",2509040,84.5448253189777,11.4926947675547,3.96247991346754,0.168351242,0.000478271,84.58944457,0.002659184,0.004559911,95.27121927,0.361122429,11019,9945,243.92,243.92,"GABAergic","Sst","Sst Myh8 Etv1 ",0.2175,0.870837077,"Core","F2S4_161010_005_F01","Sst",1,"F2S4_161010_005_F01",4515.9714809948,1776.29096622061
"F2S4_161028_005_D01","F2S4",1583762,9751,567013305,"Cells","Mus musculus",278251,"M",54,"Normal","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Sst-IRES-Cre","Ai14(RCL-tdT)","R","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/28/2016","F2S4_161028_005","RFP-positive","A8S4_161216_03","L8S4_161222_02_D09",430,"SM-D9CXQ_S68_E1-50","SM-D9CXQ","R8S4-170112",2165351,88.0596851584536,8.23914984264219,3.70116499890422,0.124321646,0.000415637,84.42012404,0.004495807,0.002960259,95.1221765,0.369220015,10852,9908,153.79,153.79,"GABAergic","Sst","Sst Crhr2 Efemp1",0.362,0.870436262,"Intermediate","F2S4_161028_005_D01","Sst",1,"F2S4_161028_005_D01",4472.48965004508,1757.37848591145
"F2S4_161114_001_H01","F2S4",1808089,9593,561527123,"Cells","Mus musculus",280714,"F",58,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","LD","LD","MOp, HPF","CAV2-Cre.V795","OK","11/14/2016","F2S4_161114_001","RFP-positive","A8S4_161115_01","L8S4_161122_03_H09",412,"SM-D9EPX_S72_E1-50","SM-D9EPX","R8S4-161207",2662654,82.2919913367999,13.5665411480259,4.14146751517419,0.156122425,0.000488235,84.2255509,0.003919398,0.004810238,94.85295498,0.354219227,10807,9739,385.33,385.33,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.2852,0.89100188,"Core","F2S4_161114_001_H01","L6 CT",1,"F2S4_161114_001_H01",2014.37801059831,6795.13698752413
"F2S4_161206_001_C01","F2S4",1522916,9368,563207121,"Cells","Mus musculus",284708,"M",58,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","LP","LP, PRT, PF","RSP","RV-dGL-Cre","OK","12/6/2016","F2S4_161206_001","RFP-positive","A8S4_161207_01","L8S4_161215_03_C08",385,"LS-15929_S59_E1-50","LS-15929","R8S4-161222",2199505,85.3879677593524,9.84169321434057,4.77033902630707,0.136712579,0.001318478,82.60276744,0.002723795,0.002292334,93.95895895,0.365301868,11041,9546,179.59,179.59,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.0936,0.876853289,"Core","F2S4_161206_001_C01","L6 CT",1,"F2S4_161206_001_C01",1955.09387606957,6783.34882846495
"F2S4_161207_010_A01","F2S4",1588952,9302,566710477,"Cells","Mus musculus",284706,"M",59,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","LGd","LGd, LGv, LP","PTLp, HPF","RV-dGL-Cre","OK","12/7/2016","F2S4_161207_010","RFP-positive","A8S4_161209_01","L8S4_161220_01_A11",372,"SM-D9CXH_S81_E1-50","SM-D9CXH","R8S4-170111",2280267,84.1440335355784,11.9606753340072,3.89529113041443,0.11669686,0.000219273,84.58053377,0.005774762,0.002073003,95.39023281,0.360589521,10355,9456,439.86,439.86,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.5301,0.893106775,"Core","F2S4_161207_010_A01","L6 CT",1,"F2S4_161207_010_A01",1989.84618778644,6763.5428488039
"F1S4_180108_303_H01","F1S4",925298,9283,660537587,"Cells","Mus musculus",367203,"M",54,"Normal","Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt","Nos1-CreERT2","Ai14(RCL-tdT)","R","VISp","L1-L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/8/2018","F1S4_180108_303","RFP-positive","A8S4_180111_06","L8S4_180116_05_H06",352,"SM-GE672_S144_E1-50","SM-GE672","R8S4-180124",1217770,90.9302613320243,6.20956968860422,2.86016897937148,0.079489559,0.002463519,84.27724447,0.002258226,0.002329668,95.60910517,0.369258386,10057,9407,110.04,110.04,"GABAergic","Sst","Sst Chodl",0,0.876582041,"Core","F1S4_180108_303_H01","Sst",2,"F1S4_180108_303_H01",2822.08981009517,3439.00791263142
"F2S4_160120_001_D01","F2S4",1232773,9211,527126855,"Cells","Mus musculus",226423,"M",56,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/20/2016","F2S4_160120_001","RFP-positive","A8S4_160122_01","L8S4_160128_01_D03",566,"LS-15002_S20_E1-50","LS-15002","R8S4-160203",2158137,67.5234769078516,27.8473712411337,4.62915185101462,0.123949499,0.001436424,87.73571835,0.002008677,0.010772254,95.257669,0.308805538,10457,9431,154.3,154.3,"Glutamatergic","L2/3 IT","L2/3 IT VISp Adamts2",0.0686,0.869552584,"Core","F2S4_160120_001_D01","L2/3 IT",1,"F2S4_160120_001_D01",3315.60932722529,949.920264464725
"F2S4_160329_004_C01","F2S4",1457451,9114,519593971,"Cells","Mus musculus",237300,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/29/2016","F2S4_160329_004","RFP-positive","A8S4_160404_02","L8S4_160414_02_C09",374,"LS-15059_S67_E1-50","LS-15059","R8S4-160504",2557231,69.8073354985595,25.0678286436918,5.12483585774865,0.093734199,0.000234629,84.07152111,0.002201209,0.009516152,93.44411983,0.334712187,11014,9284,197.48,197.48,"Glutamatergic","L2/3 IT","L2/3 IT VISp Adamts2",0.1491,0.863117281,"Core","F2S4_160329_004_C01","L2/3 IT",1,"F2S4_160329_004_C01",3295.52903387204,915.325929888242
"F2S4_160622_010_D01","F2S4",1445275,10354,535903953,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_010","RFP-positive","A8S4_160628_01","L8S4_160706_04_D04",380,"LS-15360_S28_E1-50","LS-15360","R8S4-160715",2584515,66.5678303075182,28.1523691307561,5.27980056172567,0.109575684,7.74e-05,86.60735186,0.002102522,0.006010412,95.22293351,0.316585253,11555,10512,134.26,134.26,"Glutamatergic","L5 IT","L5 IT VISp Hsd11b1 Endou",0.1373,0.870813259,"Core","F2S4_160622_010_D01","L5 IT",1,"F2S4_160622_010_D01",2089.15663961534,4363.48185286573
"F2S4_160622_019_A01","F2S4",978744,8895,535908514,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_019","RFP-positive","A8S4_160630_02","L8S4_160708_03_A03",468,"LS-15363_S17_E1-50","LS-15363","R8S4-160715",1375598,83.7101168163194,12.4385289044048,3.85135427927581,0.140738791,7.27e-05,87.09841102,0.004389364,0.004161099,96.62975666,0.347055655,9742,9113,349.67,349.67,"Glutamatergic","L5 IT","L5 IT VISp Hsd11b1 Endou",0.1371,0.883375095,"Core","F2S4_160622_019_A01","L5 IT",1,"F2S4_160622_019_A01",2124.45034369475,4382.30615769633
"F2S4_161028_021_A01","F2S4",1832769,9964,567019513,"Cells","Mus musculus",278160,"M",55,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/28/2016","F2S4_161028_021","RFP-positive","A8S4_170105_02","L8S4_170111_04_A07",396,"SM-D9CXY_S49_E1-50","SM-D9CXY","R8S4-170118",2791692,86.106096063355,9.64316114732069,4.25074278932432,0.093455868,0.000537309,77.55694396,0.0062686,0.002456575,87.90708287,0.379601284,11181,10067,174.09,174.09,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.3125,0.891687602,"Core","F2S4_161028_021_A01","L5 IT",1,"F2S4_161028_021_A01",2462.64228307257,3201.01648879
"F1S4_160108_012_E01","F1S4",1640205,8937,527128337,"Cells","Mus musculus",225675,"M",53,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/8/2016","F1S4_160108_012","RFP-positive","A8S4_160119_01","L8S4_160129_01_E09",523,"LS-15004_S69_E1-50","LS-15004","R8S4-160225",2587603,77.6578858242573,18.0421681593156,4.29994601642708,0.116633038,0.000541041,83.67910379,0.003708838,0.013894326,100,0.343967628,10317,9139,122.12,122.12,"GABAergic","Sst","Sst Myh8 Etv1 ",0.3347,0.864727917,"Core","F1S4_160108_012_E01","Sst",1,"F1S4_160108_012_E01",3897.6896212565,1831.60363566269
"F2S4_180110_043_F01","F2S4",784816,9042,660543930,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_043","RFP-positive","A8S4_180111_08","L8S4_180118_01_F07",374,"SM-GE675_S150_E1-50","SM-GE675","R8S4-180124",1114191,84.2517315981912,11.9465414316395,3.80172697016931,0.128433994,0.000359005,85.31463636,0.003327975,0.003103597,95.99081307,0.36408399,9913,9204,167.83,167.83,"Glutamatergic","L5 PT","L5 PT VISp C1ql2 Cdh13",0.0326,0.900274641,"Core","F2S4_180110_043_F01","L5 PT",2,"F2S4_180110_043_F01",1624.87467419285,6302.32032850257
"F2S4_160328_014_B01","F2S4",2027647,8299,583382408,"Cells","Mus musculus",236509,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/28/2016","F2S4_160328_014","RFP-positive","A8S4_170324_02","L8S4_170330_05_F12",399,"SM-D9D8K_S94_E1-50","SM-D9D8K","R8S4-170412",2917356,84.7804522419465,11.1046137076147,4.1149340504388,0.135636515,0.00071983,83.58873583,0.001923317,0.002307226,94.90182206,0.3640301,9680,8438,224.86,224.86,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.1452,0.85658062,"Core","F2S4_160328_014_B01","L5 IT",1,"F2S4_160328_014_B01",2496.25294373269,3638.10037196909
"F2S4_160329_026_B01","F2S4",2010488,9548,541798044,"Cells","Mus musculus",237300,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/29/2016","F2S4_160329_026","RFP-positive","A8S4_160720_01","L8S4_160726_04_B04",421,"LS-15385_S26_E2-50","LS-15385","R8S4-160805",2901023,83.2706152949958,12.6411636091639,4.08822109584031,0.100929913,0.000620471,53.82535747,0.00086797,0.003848642,60.65312133,0.365620999,10230,9351,120.07,120.07,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.1744,0.881650294,"Core","F2S4_160329_026_B01","L5 IT",1,"F2S4_160329_026_B01",2476.73834598029,3562.70993926335
"F2S4_160616_010_D01","F2S4",1772131,9021,546971596,"Cells","Mus musculus",250953,"F",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/16/2016","F2S4_160616_010","RFP-positive","A8S4_160620_01","L8S4_160629_02_D09",419,"LS-15350_S68_E1-50","LS-15350","R8S4-160712",2462085,85.5977378309208,10.7006344700872,3.70162769899195,0.100483939,0.000162464,85.79370737,0.002218851,0.00416192,96.55235299,0.361974921,10052,9168,246.54,246.54,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.1374,0.88834789,"Core","F2S4_160616_010_D01","L5 IT",1,"F2S4_160616_010_D01",2446.12686569747,3630.98286620747
"F2S4_160622_004_F01","F2S4",1504540,9460,535903219,"Cells","Mus musculus",252193,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/22/2016","F2S4_160622_004","RFP-positive","A8S4_160627_01","L8S4_160706_03_F04",NA,"LS-15359_S30_E1-50","LS-15359","R8S4-160715",2446049,73.430016327176,21.8930186437015,4.67696502912255,0.109687091,0.004824106,86.16806123,0.00179514,0.004934897,95.56370293,0.324951611,10783,9670,172.11,172.11,"Glutamatergic","L5 IT","L5 IT VISp Batf3",0.1374,0.895728043,"Core","F2S4_160622_004_F01","L5 IT",1,"F2S4_160622_004_F01",2477.63002478945,3602.6999940156
"F1S4_161209_010_B01","F1S4",1606923,9360,567014209,"Cells","Mus musculus",285675,"M",55,"Normal","Ntsr1-Cre_GN22/wt;Ai14(RCL-tdT)/wt","Ntsr1-Cre_GN220","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/9/2016","F1S4_161209_010","RFP-positive","A8S4_161216_04","L8S4_170104_01_B10",330,"SM-D9CXR_S74_E1-50","SM-D9CXR","R8S4-170112",2296859,85.479749158775,10.5079592430345,4.01229159819046,0.126564147,0.000348302,83.22456886,0.003613631,0.004483514,94.08522682,0.374906223,10594,9513,165.01,165.01,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.2174,0.865182783,"Core","F1S4_161209_010_B01","L6 CT",1,"F1S4_161209_010_B01",3058.16911824197,4236.56783855041
"F2S4_160414_006_B01","F2S4",2206878,10580,521593332,"Cells","Mus musculus",240557,"M",54,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/14/2016","F2S4_160414_006","RFP-positive","A8S4_160418_02","L8S4_160427_02_B09",397,"LS-15074_S66_E1-50","LS-15074","R8S4-160513",2926573,90.9261503570229,5.5647862174174,3.50906342555965,0.185438737,0.000649224,83.90646671,0.001172361,0.003247826,93.85964403,0.351603312,11511,10662,87.47,87.47,"GABAergic","Sst","Sst Esm1",0.0434,0.879974642,"Core","F2S4_160414_006_B01","Sst",1,"F2S4_160414_006_B01",3116.61091986918,3281.35862346566
"F2S4_160415_008_E01","F2S4",1813316,11406,521593935,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_008","RFP-positive","A8S4_160420_01","L8S4_160427_03_E06",464,"LS-15075_S45_E1-50","LS-15075","R8S4-160513",2591291,81.4503843981254,14.4297235376144,4.11989206426023,0.130707049,0.000231545,87.67741639,0.001250342,0.002949109,96.44401188,0.329472051,12528,11632,122.33,122.33,"GABAergic","Sst","Sst Esm1",0.05,0.898077843,"Core","F2S4_160415_008_E01","Sst",1,"F2S4_160415_008_E01",3052.39986087346,3270.60757971841
"F2S4_160429_022_D01","F2S4",1803477,9890,523739091,"Cells","Mus musculus",242314,"F",56,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/29/2016","F2S4_160429_022","RFP-positive","A8S4_160511_03","L8S4_160517_03_D03",484,"LS-15300_S20_E1-50","LS-15300","R8S4-160527",2485020,86.2252491842058,9.94056702499376,3.83418379080049,0.112836114,0.00036217,85.59697709,0.001193954,0.006455481,95.96200433,0.353177006,10922,10079,153.72,153.72,"GABAergic","Sst","Sst Esm1",0.0419,0.880125976,"Core","F2S4_160429_022_D01","Sst",1,"F2S4_160429_022_D01",3064.24145351159,3221.13424145933
"F2S4_170126_023_E01","F2S4",2024989,9692,570913856,"Cells","Mus musculus",294813,"M",53,"Normal","Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt","Scnn1a-Tg3-Cre","Ai14(RCL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/26/2017","F2S4_170126_023","RFP-positive","A8S4_170127_01","L8S4_170202_03_E12",461,"SM-D9CZ6_S93_E1-50","SM-D9CZ6","R8S4-170215",2690106,88.38603337067,8.20894786258377,3.40501876674618,0.163785368,0.002713648,86.67052525,0.002000665,0.003025531,96.67882976,0.362653047,10683,9870,130.85,130.85,"GABAergic","Sst","Sst Esm1",0.0475,0.887637204,"Core","F2S4_170126_023_E01","Sst",1,"F2S4_170126_023_E01",3060.37499639209,3309.80446632797
"F2S4_170803_012_C01","F2S4",980421,9577,616923699,"Cells","Mus musculus",337325,"M",56,"Normal","Calb1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Calb1-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/3/2017","F2S4_170803_012","RFP-positive","A8S4_170810_06","L8S4_170817_04_C06",448,"SM-DD45L_S139_E1-50","SM-DD45L","R8S4-170830",1273661,90.0443987688859,6.82629922316714,3.12930200794695,0.13127512,0.002355415,86.63286385,0.002220371,0.003042411,96.25229947,0.372114547,10419,9741,181.37,181.37,"GABAergic","Sst","Sst Esm1",0.0419,0.890895394,"Core","F2S4_170803_012_C01","Sst",1,"F2S4_170803_012_C01",3088.34393200674,3253.057125577
