"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y","CC_1","CC_2","CC_3"
"F2S4_161117_003_C01","F2S4",1520274,10836,562415363,"Cells","Mus musculus",281759,"M",55,"Normal","Ai11(RCL-FnGF-nT)/wt","","Ai110(RCL-FnGF-nT)","L","VISp","L1-L6","Retrograde","AUDd","PTLp, VISal, AUDd","none","RV-dGL-Cre","Inj_Site_Dissected","11/17/2016","F2S4_161117_003","GFP-positive","A8S4_161123_02","L8S4_161201_02_C06",435,"LS-15911_S43_E1-50","LS-15911","R8S4-161215",2227886,82.1504688803735,12.8700340647103,4.97949705491623,0.114952022,0.000179542,84.51514126,0.004108379,0.003862406,94.45685282,0.340771444,12027,10996,14.81,14.81,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.898627657,"Core","F2S4_161117_003_C01","L5 IT",1,"F2S4_161117_003_C01",2706.36523059627,2615.63576656661,-0.0670116447651996,0.354472879720742,-0.134256098508215
"F2S4_180110_049_G01","F2S4",1070093,10454,660546140,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_049","RFP-positive","A8S4_180111_10","L8S4_180118_03_G07",380,"SM-GE676_S151_E1-50","SM-GE676","R8S4-180124",1462271,85.2469733175706,10.8380871214665,3.9149395609629,0.115915586,0.000273547,87.14164474,0.004898545,0.001940817,95.83237307,0.356685006,11308,10613,322.79,322.79,"Glutamatergic","L5 IT","Whrn Tox2",0.7248,0.916682411,"Core","F2S4_180110_049_G01","L5 IT",1,"F2S4_180110_049_G01",2740.60403510995,2636.42540115655,-0.105767292170312,0.283101775945145,0.0522361345228454
"F2S4_160113_015_F01","F2S4",1418644,10292,527141985,"Cells","Mus musculus",225974,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/13/2016","F2S4_160113_015","RFP-positive","A8S4_160223_01","L8S4_160302_01_F02",574,"LS-15020_S14_E1-50","LS-15020","R8S4-160308",2222955,77.5879745343127,17.9884149033592,4.42361056232818,0.097212944,0.000134955,84.37800135,0.004380206,0.026077451,94.16074549,0.345593433,11427,10518,461.1,461.1,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.899290272,"Core","F2S4_160113_015_F01","L5 IT",1,"F2S4_160113_015_F01",2644.72680028805,2621.37161504766,-0.131612928933133,0.337952733927309,-0.180843313089919
"F2S4_161007_012_E01","F2S4",1706933,10378,558026978,"Cells","Mus musculus",273954,"M",57,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/7/2016","F2S4_161007_012","RFP-positive","A8S4_161012_04","L8S4_161018_03_E07",392,"LS-15577_S53_E1-50","LS-15577","R8S4-161027",2602314,78.527135242464,17.3501198561554,4.12274490138054,0.091034364,0.000461128,85.13911081,0.003140282,0.004742318,95.11895951,0.337786091,11642,10566,256.31,256.31,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.897982192,"Core","F2S4_161007_012_E01","L5 IT",1,"F2S4_161007_012_E01",2607.23026624461,2607.44287013905,-0.135832279472146,0.338328267390396,-0.152855271867138
"F2S4_180228_019_C01","F2S4",494413,6984,678697797,"Cells","Mus musculus",373084,"F",74,"Normal","Rorb-IRES2-FlpO/wt;Ai65F/wt","Rorb-IRES2-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","2/28/2018","F2S4_180228_019","RFP-positive","A8S4_180302_06","L8S4_180309_03_C10",393,"SM-GE91H_S171_E1-50","SM-GE91H","R8S4-180321",660204,91.327227564201,3.45430112556074,5.21847131023825,0,0.744315393,81.83137333,0.004069954,0.004542535,92.88613822,0.406805045,7569,7061,362.01,362.01,"Glutamatergic","L5 IT","Batf3",0.2179,0.861033833,"Core","F2S4_180228_019_C01","L5 IT",1,"F2S4_180228_019_C01",1817.56110442359,5149.90214470113,-0.039353296411225,0.0654052131586495,0.236925451202178
"F2S4_170126_004_C01","F2S4",1184681,9702,572404074,"Cells","Mus musculus",293797,"F",58,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","RSP","RSP, VISam","none","RV-dGL-Cre","Inj_Site_Dissected","1/26/2017","F2S4_170126_004","RFP-positive","A8S4_170201_01","L8S4_170208_05_C02",487,"SM-D9CZE_S11_E1-50","SM-D9CZE","R8S4-170222",1618246,85.5888862402895,10.6944972123399,3.71661654737059,0.128657818,0.000432567,87.50498997,0.003162066,0.001182144,96.90578565,0.352684713,10550,9939,298.47,298.47,"Glutamatergic","L5 IT","Batf3",0.1462,0.889707301,"Core","F2S4_170126_004_C01","L5 IT",1,"F2S4_170126_004_C01",1854.19278072167,5168.70140830876,0.120417551035993,-0.0772565408020271,0.345368311370858
"F2S4_160623_037_E01","F2S4",1977937,9572,535906648,"Cells","Mus musculus",252598,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/23/2016","F2S4_160623_037","RFP-positive","A8S4_160628_02","L8S4_160708_01_E12",NA,"LS-15361_S93_E1-50","LS-15361","R8S4-160715",2848497,82.4919986055962,13.3169206371673,4.19108075723653,0.141969607,0.000210637,85.92945683,0.003998951,0.003804814,96.64816217,0.351188457,10637,9744,260.14,260.14,"Glutamatergic","L5 IT","Batf3",0.1374,0.884630243,"Core","F2S4_160623_037_E01","L5 IT",1,"F2S4_160623_037_E01",1845.02499174383,5221.47309487883,0.033662709665404,-0.0646382747378765,0.456850032670211
"F2S4_160624_025_H01","F2S4",1592200,9323,535911332,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_025","RFP-positive","A8S4_160705_01","L8S4_160712_01_H06",413,"LS-15365_S48_E1-50","LS-15365","R8S4-160715",2260853,82.5375390810865,13.5350342701462,3.92742664876724,0.128402864,0.000265387,87.12702683,0.003405794,0.004752189,96.4365662,0.348653939,10410,9496,326.43,326.43,"Glutamatergic","L5 IT","Batf3",0.1374,0.884558729,"Core","F2S4_160624_025_H01","L5 IT",1,"F2S4_160624_025_H01",1880.23097512281,5202.48523732937,-0.0385292046432292,-0.0204961651516732,0.329315725136633
"F2S4_160624_022_C01","F2S4",1534828,8872,535908222,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_022","RFP-positive","A8S4_160630_01","L8S4_160708_02_C10",402,"LS-15362_S75_E1-50","LS-15362","R8S4-160715",2448423,75.3118440600965,19.8456249985663,4.84253094133713,0.113624157,0.000326741,85.86804649,0.002509779,0.005441053,95.36824315,0.34147069,10125,9063,178.89,178.89,"Glutamatergic","L5 IT","Batf3",0.1509,0.861248113,"Core","F2S4_160624_022_C01","L5 IT",1,"F2S4_160624_022_C01",1853.10938141413,5128.71608292631,-0.0512004958703634,0.0524206353004922,0.312905740565415
"F2S4_160317_011_A01","F2S4",2020781,11156,527150276,"Cells","Mus musculus",234648,"M",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/17/2016","F2S4_160317_011","RFP-positive","A8S4_160324_02","L8S4_160330_03_A05",532,"LS-15043_S33_E1-50","LS-15043","R8S4-160405-M",3028933,80.6559938855637,14.001854451628,5.34215166280836,0.086961316,0.000165075,84.4223692,0.001829357,0.004790466,95.26770648,0.342033521,12495,11354,185.21,185.21,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.2009,0.892318049,"Intermediate","F2S4_160317_011_A01","L5 IT",1,"F2S4_160317_011_A01",2550.11729448496,2986.52069893189,-0.11267791884562,0.298954853747074,-0.0537955057871574
"F2S4_180110_049_D01","F2S4",899757,8126,660546104,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_049","RFP-positive","A8S4_180111_10","L8S4_180118_03_D07",396,"SM-GE676_S148_E1-50","SM-GE676","R8S4-180124",1151073,92.5548196410915,4.12675769336781,3.31842266554063,0.108594329,0.003388143,85.25957954,0.004124847,0.002157118,95.89122497,0.374994295,8730,8227,211.98,211.98,"Glutamatergic","L5 IT","Whrn Tox2",0.9983,0.881627473,"Core","F2S4_180110_049_D01","L5 IT",1,"F2S4_180110_049_D01",3107.98621110713,2182.37326177049,-0.0578927658374941,0.0651662545437547,0.22297934098781
"F2S4_161128_014_D01","F2S4",1993598,10227,563197388,"Cells","Mus musculus",284143,"M",53,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","RSP","RSP, VISam","none","AAV2-retro-EF1a-Cre","OK","11/28/2016","F2S4_161128_014","RFP-positive","A8S4_161130_04","L8S4_161207_06_D10",371,"LS-15933_S76_E1-50","LS-15933","R8S4-161221",2774404,88.0439713952355,7.83758554455015,4.11844306021433,0.11231241,0.001477795,82.78412228,0.002076842,0.002100631,95.08297998,0.35365031,11386,10341,144.9,144.9,"Glutamatergic","L5 IT","Batf3",0.1744,0.89245408,"Core","F2S4_161128_014_D01","L5 IT",1,"F2S4_161128_014_D01",2263.90600893232,4021.49594692914,0.0388169394311912,-0.0323126215605778,0.266810378618034
"F2S4_161028_021_G01","F2S4",1881430,9428,567019561,"Cells","Mus musculus",278160,"M",55,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/28/2016","F2S4_161028_021","RFP-positive","A8S4_170105_02","L8S4_170111_04_G07",423,"SM-D9CXY_S55_E1-50","SM-D9CXY","R8S4-170118",2755140,85.0949379898254,11.0122126089172,3.8928494012574,0.09367945,0.000145183,81.9348926,0.005596812,0.001997721,93.20459214,0.357463417,10749,9573,146.64,146.64,"Glutamatergic","L5 IT","Whrn Tox2",0.0809,0.861053394,"Core","F2S4_161028_021_G01","L5 IT",1,"F2S4_161028_021_G01",2142.17462244525,3992.84022678819,-0.105702377086964,0.103530927436989,0.0174692896723331
"F2S4_171120_020_C01","F2S4",862914,8551,656525262,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_020","RFP-positive","A8S4_171127_06","L8S4_171201_01_C06",362,"SM-GE666_S139_E1-50","SM-GE666","R8S4-171214",1198350,86.2349005973793,10.0162089217191,3.74889048090161,0.129094171,0.002503442,84.89514749,5.41e-05,1.7e-05,95.6305754,0.366856887,9477,8710,159.39,159.39,"Glutamatergic","L5 IT","Batf3",0.1374,0.880407504,"Core","F2S4_171120_020_C01","L5 IT",1,"F2S4_171120_020_C01",2218.87803855558,4012.46433193917,0.0596089500529454,-0.0466205020342516,0.336729628534897
"F2S4_180110_041_E01","F2S4",625897,8224,660543725,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_041","RFP-positive","A8S4_180111_08","L8S4_180118_01_E05",391,"SM-GE675_S133_E1-50","SM-GE675","R8S4-180124",908088,81.6315022648355,14.4692425268627,3.89925520830174,0.119702055,0,86.31784585,0.005975192,0.00296447,96.0663504,0.35613876,9134,8385,155.27,155.27,"Glutamatergic","L5 IT","Batf3",0.1781,0.877632832,"Core","F2S4_180110_041_E01","L5 IT",1,"F2S4_180110_041_E01",2179.10528755077,4008.20660044116,-0.0495273437104227,-0.0130197047814188,0.341669674772037
"F2S4_160321_023_A01","F2S4",1653403,11088,527153923,"Cells","Mus musculus",236153,"M",53,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/21/2016","F2S4_160321_023","RFP-positive","A8S4_160329_03","L8S4_160405_03_A08",445,"LS-15049_S57_E1-50","LS-15049","R8S4-160411-M",2525355,78.2882181044987,17.4699829668592,4.24179892864209,0.117844818,0.000673173,85.54666572,0.001391488,0.004831004,95.44582841,0.337332686,12235,11309,175.82,175.82,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1448,0.893807514,"Core","F2S4_160321_023_A01","L5 IT",1,"F2S4_160321_023_A01",2140.12588201847,4073.68868257444,-0.158414435341586,0.346516498011909,-0.193658914677533
"F2S4_180228_008_D01","F2S4",505319,8606,678697521,"Cells","Mus musculus",373084,"F",74,"Normal","Rorb-IRES2-FlpO/wt;Ai65F/wt","Rorb-IRES2-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","2/28/2018","F2S4_180228_008","RFP-positive","A8S4_180302_06","L8S4_180309_03_D07",402,"SM-GE91H_S148_E1-50","SM-GE91H","R8S4-180321",693008,85.3018614787359,9.6677846720789,5.03035384918516,0,0.681088819,86.04518274,0.00262046,0.002102429,96.1775333,0.37559397,9429,8800,321.79,321.79,"Glutamatergic","L5 IT","Whrn Tox2",0.4493,0.886671206,"Core","F2S4_180228_008_D01","L5 IT",1,"F2S4_180228_008_D01",2136.64825772166,4033.84014271097,-0.0443216087094645,0.0608647281839229,0.151984531015054
"F2S4_160624_022_E01","F2S4",1835313,10110,535908240,"Cells","Mus musculus",252599,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/24/2016","F2S4_160624_022","RFP-positive","A8S4_160630_01","L8S4_160708_02_E10",404,"LS-15362_S77_E1-50","LS-15362","R8S4-160715",2788109,78.0546535708733,17.3043608243776,4.64098560474906,0.118646724,0.0002152,86.37610653,0.001806601,0.003091701,96.44963665,0.340874632,11422,10364,262.9,262.9,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.895010279,"Core","F2S4_160624_022_E01","L5 IT",1,"F2S4_160624_022_E01",2978.95683573284,1998.28699302512,-0.153039053156218,0.348658181907862,-0.209873414239252
"F2S4_161028_015_D01","F2S4",1401326,8591,559956967,"Cells","Mus musculus",278160,"M",55,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/28/2016","F2S4_161028_015","RFP-positive","A8S4_161031_05","L8S4_161109_02_D05",462,"SM-D9EP8_S36_E1-50","SM-D9EP8","R8S4-161116",1988406,84.0693534403207,12.0210990202854,3.90954753939389,0.096157425,0.000452624,85.89528497,0.003966997,0.004026844,96.59330137,0.360168373,9559,8804,239.89,239.89,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1208,0.854908956,"Core","F2S4_161028_015_D01","L5 IT",1,"F2S4_161028_015_D01",3018.95637969133,1998.47799855626,-0.066450969745299,0.235352172854993,-0.289708959686965
"F2S4_160901_009_G01","F2S4",1920992,9758,552839355,"Cells","Mus musculus",275830,"M",59,"Normal","Vipr2-IRES2-Cre/wt;PhiC31-neo/Ai14(RCL-tdT)","Vipr2-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L1-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","9/1/2016","F2S4_160901_009","RFP-positive","A8S4_160907_04","L8S4_160913_04_G02",474,"LS-15553_S15_E1-50","LS-15553","R8S4-160923",2833589,79.1906964486039,16.7591170684002,4.05018648299593,0.161703056,0.000176455,87.53665405,0.001935355,0.002792924,96.5778735,0.333401501,10899,9987,330.68,330.68,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.876207114,"Core","F2S4_160901_009_G01","L5 IT",1,"F2S4_160901_009_G01",3007.32462814687,1953.55261619946,-0.149759284845472,0.357919422399964,-0.263808454671677
"F2S4_161110_003_F01","F2S4",1521141,10264,562415693,"Cells","Mus musculus",280711,"M",53,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","VISp-c","VISp, VISam, VISpm","none","CAV2-Cre.V795","OK","11/10/2016","F2S4_161110_003","RFP-positive","A8S4_161123_02","L8S4_161201_02_F11",398,"LS-15911_S86_E1-50","LS-15911","R8S4-161215",2207834,83.6717088262075,11.9962966591192,4.33199451467327,0.103268633,0.000634106,83.90032946,0.004072317,0.00313837,94.76115505,0.346912902,11594,10445,527.67,527.67,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.866377989,"Core","F2S4_161110_003_F01","L5 IT",1,"F2S4_161110_003_F01",2967.81492397474,1959.79622210172,-0.0844546061879001,0.246312359207158,-0.235306012878007
"F2S4_160317_023_F01","F2S4",1527212,9899,527153309,"Cells","Mus musculus",234648,"M",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/17/2016","F2S4_160317_023","RFP-positive","A8S4_160329_02","L8S4_160405_02_F01",450,"LS-15048_S06_E1-50","LS-15048","R8S4-160411-M",2397883,76.9071886228315,18.3738218555881,4.71898952158044,0.133868083,8.34e-05,84.82106925,0.001642282,0.005574083,94.54452115,0.336616191,11182,10072,184.75,184.75,"Glutamatergic","L5 IT","Batf3",0.1374,0.889481929,"Core","F2S4_160317_023_F01","L5 IT",1,"F2S4_160317_023_F01",2784.33275840327,2610.23631059446,0.0365635093312638,-0.0211837092934634,0.444441233973084
"F2S4_160328_006_A01","F2S4",1668660,8557,527151844,"Cells","Mus musculus",236509,"M",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/28/2016","F2S4_160328_006","RFP-positive","A8S4_160401_03","L8S4_160406_03_A02",497,"LS-15052_S09_E1-50","LS-15052","R8S4-160411-M",2493923,80.4917137251317,15.4241452272096,4.08414104765873,0.102569326,0.001684094,84.91749745,0.00442636,0.007002221,95.19848849,0.343111014,9906,8748,292.31,292.31,"Glutamatergic","L5 IT","Batf3",0.1374,0.873151317,"Core","F2S4_160328_006_A01","L5 IT",1,"F2S4_160328_006_A01",2849.64585830378,2595.72961012398,0.00325805417846797,-0.0393334524796936,0.408630208181494
"F2S4_160623_043_D01","F2S4",1740202,9947,539547974,"Cells","Mus musculus",252598,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/23/2016","F2S4_160623_043","RFP-positive","A8S4_160705_02","L8S4_160712_02_D04",393,"LS-15366_S28_E1-50","LS-15366","R8S4-160722",2496285,81.7439555332178,13.9252123467652,4.33083212001704,0.121740907,0.004046012,86.9938729,0.004144959,0.004734636,96.32325636,0.349234485,11043,10115,330.49,330.49,"Glutamatergic","L5 IT","Batf3",0.1781,0.898828692,"Core","F2S4_160623_043_D01","L5 IT",1,"F2S4_160623_043_D01",2800.41853288002,2529.96151941412,0.0284242215002878,-0.00709905208481393,0.486397272996327
"F2S4_160616_005_A01","F2S4",1831317,10301,535955803,"Cells","Mus musculus",250953,"F",58,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/16/2016","F2S4_160616_005","RFP-positive","A8S4_160620_03","L8S4_160629_04_A11",456,"LS-15352_S81_E1-50","LS-15352","R8S4-160712",2561614,84.1322268627006,12.0202824560368,3.84749068126262,0.140809661,0.001132099,86.48117944,0.0021221,0.003280744,96.09058976,0.341497507,11258,10442,300.98,300.98,"Glutamatergic","L5 IT","Batf3",0.1374,0.896615574,"Core","F2S4_160616_005_A01","L5 IT",1,"F2S4_160616_005_A01",2812.23424947474,2581.57437074404,0.0377783908696708,0.0201568855580904,0.418580257550707
"F2S4_160623_039_D01","F2S4",1394379,9713,535910707,"Cells","Mus musculus",252598,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/23/2016","F2S4_160623_039","RFP-positive","A8S4_160705_01","L8S4_160712_01_D03",359,"LS-15365_S20_E1-50","LS-15365","R8S4-160715",2370515,70.3592431663294,23.5794745131416,6.06128232052902,0.093650536,0.000970253,85.82050736,0.002905698,0.006046787,94.11068903,0.31733428,11076,9845,121.91,121.91,"Glutamatergic","L5 IT","Whrn Tox2",0.5928,0.875370667,"Core","F2S4_160623_039_D01","L5 IT",1,"F2S4_160623_039_D01",2774.86329920991,2567.2810683193,-0.133880077087462,0.143542018643576,0.315592627776473
"F2S4_160701_037_E01","F2S4",1082955,9358,539391069,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_037","RFP-positive","A8S4_160715_03","L8S4_160722_04_E04",379,"LS-15381_S29_E1-50","LS-15381","R8S4-160729",1636293,80.0983373078549,15.3799543772792,4.52170831486595,0.09552079,0.000427796,84.52000956,0.002697561,0.006462779,94.3829742,0.339244455,10482,9546,186.4,186.4,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.2347,0.887240065,"Core","F2S4_160701_037_E01","L5 IT",1,"F2S4_160701_037_E01",2773.49072345486,2274.32169877701,-0.14867442780821,0.361810607417768,-0.252985903867835
"F2S4_161007_004_D01","F2S4",1433889,10126,559954718,"Cells","Mus musculus",273954,"M",57,"Normal","Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt","Tlx3-Cre_PL56","Ai14(RCL-tdT)","L","VISp","L4-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/7/2016","F2S4_161007_004","RFP-positive","A8S4_161028_05","L8S4_161107_01_D05",377,"SM-D9EP5_S36_E1-50","SM-D9EP5","R8S4-161116",2275412,74.7475336431836,20.884833961723,4.36763239509338,0.0849077,0.002548989,86.67195216,0.002134558,0.001880978,96.05987839,0.349189013,11347,10360,190.3,190.3,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1371,0.8958736,"Core","F2S4_161007_004_D01","L5 IT",1,"F2S4_161007_004_D01",2734.96081671338,2335.4928995038,-0.135107641498915,0.349072856728966,-0.219218134995508
"F2S4_180228_016_F01","F2S4",456341,6502,678699699,"Cells","Mus musculus",373084,"F",74,"Normal","Rorb-IRES2-FlpO/wt;Ai65F/wt","Rorb-IRES2-FlpO","Ai65F","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","2/28/2018","F2S4_180228_016","RFP-positive","A8S4_180302_08","L8S4_180309_05_F06",365,"SM-GE91H_S334_E1-50","SM-GE91H","R8S4-180321",649536,83.2968293005659,10.7900605344827,5.91311016495136,0,0.718666864,85.12338038,0.004223015,0.002092263,95.41565056,0.380026151,7386,6642,254.03,254.03,"Glutamatergic","L5 IT","Hsd11b1 Endou",0.1612,0.821761287,"Core","F2S4_180228_016_F01","L5 IT",1,"F2S4_180228_016_F01",2768.71882111596,2314.03603256673,-0.0603591424651097,0.229393290809558,-0.232058972602314
"F2S4_160615_006_A01","F2S4",2091607,10487,535949633,"Cells","Mus musculus",250951,"M",57,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/15/2016","F2S4_160615_006","RFP-positive","A8S4_160620_02","L8S4_160629_03_A03",370,"LS-15351_S17_E1-50","LS-15351","R8S4-160712",2981513,82.8588936021676,13.1792804772756,3.96182592055677,0.14908538,0.003689402,86.20891474,0.001819546,0.003186973,96.12056027,0.347209943,11535,10640,227.74,227.74,"Glutamatergic","L5 IT","Whrn Tox2",0.1466,0.913048459,"Core","F2S4_160615_006_A01","L5 IT",1,"F2S4_160615_006_A01",3233.04334787065,1730.62397998218,-0.0815800784458368,0.169563042125823,0.0519338566495537
"F2S4_160422_001_A01","F2S4",1505587,8415,522736027,"Cells","Mus musculus",241111,"F",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/22/2016","F2S4_160422_001","RFP-positive","A8S4_160429_01","L8S4_160506_01_A08",460,"LS-15085_S57_E1-50","LS-15085","R8S4-160524",2218521,80.4024574341699,15.4275694178697,4.16997314796039,0.108901381,0.000405676,86.67873777,0.002231216,0.003566791,96.73746609,0.341311693,9491,8599,263.24,263.24,"Glutamatergic","L5 IT","Batf3",0.9715,0.85574014,"Intermediate","F2S4_160422_001_A01","L5 IT",1,"F2S4_160422_001_A01",5044.72621608285,1663.79527524758,-0.129709917817677,0.0761928700439433,0.164477608125569
